Merchant Name,Review Text
www.amazon.com,"Had a few deliveries from Amazon. They deliver when they say they will. Products usually match description and have had no issues with returns. Do find it a bit odd when the delivery says ""handed to resident"" when it has clearly been  just dropped on driveway or left on doorstep. Otherwise 5 stars."
www.amazon.com,Used them for nearly 20 years since my college days when they were just a book store.  Never an issue and they always make it right if there’s an issue.
www.amazon.com,"Amazon are absolutely terrible and full of useless couriers. Three parcels this week have been left on my doorstep despite clear precise instructions been given and notices in my opened Porch not to leave Parcels on the doorstep and every single time they are ignored I have lost 3 Parcels this week absolutely disgusting and will not be using Amazon again. Customer service are no better. They just come up with feeble excuses and say they’re going to make sure it doesn’t happen again, but it happens every single time and I’m sick to death of it. They need to all be retrained."
www.amazon.com,"Impossible to get anbissue sorted with items delivered, long process of talking to chat bots then very unknowlegable staff online extremely unhelpful lately now hardly order from Amazon as such poor customer service"
www.amazon.com,Gutted my profile appeal system doesn't work no response from HR or Erc wasn't set up for success was actively mocked hazed and bullied and never got the support I needed all while my mental health was seen as joke by upper management.
www.amazon.com,"I shop on Amazon regularly. Some items have been great other not quite as advertised, however I have always found Amazon customer service to be helpful & efficient Easy to get to speak to someone. I have no worries of ordering from Amazon as any problems I'm confident will be addressed & resolved quickly."
www.amazon.com,I used to buy multiple things at a time to see what I liked better or what fit best if it be clothing. But my last experience with returning an item was sub par. It’s taking forever to get my refund. So from now on I will only buy one thing at a time
www.amazon.com,"Up until recently deliveries generally arrived on time and where there has been the odd thing that I've sent back it  worked well, I just took it into the local Post Office and off it went.

However if the package doesn't actually arrive it's a nightmare. Amazon said they had handed it to me, that was a lie, they did not and it wasn't anywhere to be seen, at least near my property and no neighbour came round with it.

This is where it gets really bad. Their 'Customer Service', which consists of useless chatbots and even more useless humans (probably based offshore) just give you the run around, they pass you from one to another, they can't sort anything out at all or even tell you anything useful.

If you battle hard enough, like I did, you'll eventually get a refund, but no explanation at all as to what happened to your package nor any offer of compensation for the trouble experienced.

The thing that really hacked me off was that despite telling them the package never arrived they leave the status at Delivered, Handed to Resident, with the obvious implication that you received it, kept it and are lying about it. Thus they impugn you and I am now considering legal action on that point, it's defamatory.

The other issue is that since they never tell you what happened to your order you're not sure whether it might turn up in a few days, or a week which makes it very difficult to re-order one just in case it turns up the day after.

The people at their head office in London aren't much better, hide behind corporate waffle and seem to me that they are covering up with problems they are having with deliveries.

My advice is don't order unless you want to deal with a nightmare if it doesn't arrive."
www.amazon.com,"I order quite a bit from Amazon. Usually on a weekly, anywhere from necessities to nonsense and spur of the moment things.

Recently purchased a 4 person Excursion inflatable boat with cost being over $300 and delivery date for the following day.

Once Amazon received my payment, a few hours elapsed and then I received an email advising that my delivery was now 2 days later than originally told.

This is not the fist time Amazon has proceeded to sort their deliveries this way.

If this the case, why are we paying for Prime? And why is services depleting from the beginning? Shouldn’t it be on the rise, getting even better? 

They millions of employees/vehicles, there’s no excuse.

And if you can’t deliver the following day…it’s OK to say so, just let the consumer know and let them decide if they want that product and delivery time.

Fawnzy"
www.amazon.com,nothing to see here... like amazons after sales services
www.amazon.com,"Amazon - wow parcel first of all placed not even any where near my property 
Photo taken by delivery driver , then parcel was stolen ! 
On Amazon app explained to take to back door as my secure place , this did not happen ! Instead placed in a communal area 

Amazon app poor to try to communicate with 
Shambles 
I will not order from
Amazon again 

Amazon driver doesn’t understand plain instructions 


Avoid"
www.amazon.com,Amazon stole my money. I ordered a pair of shoes online and then decided to cancel but it was too late as the order shipped. I contact the customer service and they told me to just refuse the package at Canada post so I did. It then showed in tracking that customer refused package and is being returned. The order was then marked as canceled. I received an email from Amazon that if I don’t upload my id then they will not be refunding me.
www.amazon.com,"Amazon's service is really bad! They only ship the items after a week and a half, they employ people in customer service who don't provide good service and those people make promises and don't keep them. It's no longer possible to talk to them via chat from Israel, it's not possible to talk to them by phone and they don't even have an email where you can talk to them there. They demand that I return an item I ordered after customer service promised me that I could keep it for myself as compensation and the sellers on Amazon all they care about is money and they don't consider the customers."
www.amazon.com,i went to amazon for weuigth audit iwent totally 10 days .i notice customer were cheating per package weigh was taken .now seller also wanted thescript and i worked der with proper then i came home and search auidt is valid or not i learn from ai the way i audited was fake .ai helped me finding the rules .
www.amazon.com,"20+ years as an Amazon customer. Thousands spent. Never an issue… until now.

In the last year:
	•	A robot lawnmower arrived with a bag of sand in the box
	•	A faulty vacuum returned under manufacturer advice
	•	A £5 item marked as delivered that never arrived

All genuine issues. All outside my control.

Now I’m being warned my account isn’t compliant with their refund policy — with no real explanation, just automated responses.

So let me get this straight…

Items don’t arrive or arrive tampered with, I report it, and somehow I’m the problem?

Loyalty clearly counts for very little.

Disappointing doesn’t quite cover it."
www.amazon.com,Affordable pricing and fast shipping. Not always good fabric but I manage to find clothing for my family for a reasonable price
www.amazon.com,"I was promised a refund by an Amazon agent. When I came back to collect it, I was told the promise was “misinformation” — their word, not mine. I was then passed between. The time, stress, and energy this cost me was completely avoidable. They wasted over an hour of my day, raised my hopes, and then pulled the rug out.
If Amazon’s staff cannot be trusted to keep their word, customers deserve to know that before they waste their time. different agents, each one refusing to honour what their colleague had committed to.
Amazon trained an agent who makes promises they cannot keep,

Also cannot be trusted"
www.amazon.com,"As soon as you write a negative review, uh-oh something went wrong! Drivers cannot follow simple instructions to leave packages in a safe place. Promised next day delivery but 3 days later still not received package. Company is a joke, its a nightmare to even speak with anyone and if tou manage to they do not even follow amazons guideline for reimbursement etc"
www.amazon.com,Affordable and reliable
www.amazon.com,"Got a delivery today the young man who dropped the parcels off could not get away fast enough. When I checked the parcels one felt very light.when I opened the parcel the item was not in the box only a empty watch box. When I contacted Amazon it was agreed that the refund would go back onto my Amazon gift card in 2 to 4 hours so I could order the watch again.been 24 hours and no refund.no watch and no refund .if you order a item you don't expect it to be stolen by the company you order it off and if it is how long do you have to wait for a refund
Will not be ordering any expensive items from Amazon any more."
www.amazon.com,"Won’t deliver on time, delivery dates keep on changing for multiple products..! I don’t even know how this company hasn’t gone bankrupt yet..! When contacted customer service and asked why all the products getting delayed and not honoring their delivery date not even once they speak rude and unprofessional. How can a multi billion dollar company doesn’t even have standards and proper training to their employees about customer service even though when their own company is at wrong..! Never ordering anything again from this piece of crap..! Also going to let my family and friends never order from amazon or use the piece of crap services..!"
www.amazon.com,When writing reviews they will not post or accept if it isn’t really favorable.  Items delayed frequently.  Don’t like third party sellers not always reliable or known until later in the process after check out.
www.amazon.com,"Amazon has made it very difficult for returns. It used to be as simple as getting  a QR code.Now, you have to pay eight dollars for a return or just eat the cost of the product that you bought. Amazon, please make it more clear that the return is difficult beforeI press the buy it now Button. Stop ripping us off and fix this now."
www.amazon.com,Well after numerous parcel delays and incorrect information I have decided not to order any further items. My recent orders should have arrived on the 4/4/26. I was then advised it would be by the 8/4/26 and it is now the 8/4/26. No parcel. It is difficult to get to speak to a person to resolve the issue.
www.amazon.com,"I ordered from Amazon Now for the first time and didn’t get the entire order containing 5 different items. There was no way of contacting the delivery guy and neither did he call me. This was my first and last time ordering from amazon now or Amazon! I filed a complaint in customer care- they replied after 6 days in a very unprofessional threatening mail- ‘We reserve the right to terminate any account at any time’; and said that I continued to violate their return policy!! No resolution was provided in the form of refund or replacement- for an order containing 5 items, worth Rs.400 roughly. Even on repeated complaints, the replies were still vague, unprofessional and no resolution provided either on the call or on mail. (I asked them to cite instances of return policy violation-
To which they replied Oh we haven’t blocked your account. It is still active. And still no resolution to the paymet I made for an order not received). On call- the executives kept forwarding the call to each other and one guy put me on indefinite hold (the line literally got disconnected on its own after 15 mins of holding the call). WORST CUSTOMER SERVICE AND UNPROFESSIONAL BEHAVIOUR. What’s worse, they didn’t even let me post this review on their website citing some problem with the review! They maybe think I don’t use amazon much, but they don’t know how frequently I use amazon (through my sister’s amazon prime account as that remains logged in) and I almost order daily from Blinkit, which would have been replaced by Amazon Now had they responded in a better way. But now neither I nor any family member is going to use Amazon or Amazon prime or Amazon Now. Keep up the WORST work and keep losing customers Amazon!"
www.amazon.com,I shop frequently on Amazon and have Amazon Prime for number of years. More recently their drivers are terrible delivering my items to wrong street and wrong houses even although my house is well sign posted. They leave delivered message on website with picture and clearly shows not my street or house. Very frustrating having to keep reporting same problem over and over due to delivery drivers not paying attention. Same excuses try neighbouring properties. Why should we have to search neighbours and other streets to locate our deliveries ? come on Amazon you need to address the Amazon delivery drivers.
www.amazon.com,Terrible service...there is no Prime service in my area for the last 4 months ...I am told due to warehouse damage ...but just few miles away they get next day delivery but in my time it's 10 days!!! They won't refundnyou for the lack prime service either !I am a valuable customer being screwed over!!!
www.amazon.com,"Amazon.it richiede una verifica digitale online, poiché si avvale di un corriere che, a quanto pare, non consegna un articolo. Si tratta di soli 3,95 €. Lo trovo scandaloso."
www.amazon.com,"Amazon provides a reliable shopping experience with wide product variety, competitive prices, and fast delivery. Easy returns, secure payments, and helpful customer service make it a convenient platform for everyday purchases."
www.amazon.com,"The young woman (Klye) who helped me at Amazon on 5100 Betline  rd , had the absolute worst attitude imaginable—as if she didn't want to be there at all. I just don't get it: if you don't want to be working, why are you even there? Even if you approach her with the best possible attitude, she gives you a look like a bag of vomit; she practically snatches your items from you and tosses them aside. Amazon representatives really need to be more careful about the kind of people they hire."
www.amazon.com,"Amazon is a convenient online shopping that one can rely on, the platform is easy to use, and there’s a wide range of products at competitive prices. Delivery is sometimes fast, and I like the checkouts are fast and smooth"
www.amazon.com,I order quite a lot from amazon it always gets delayed
www.amazon.com,I bought a GoTrax R1 e-bike March 4th of 2024 The display and switch went bad of contacted GoTrax and of contacted Amazon about the display and switch because the display and switch have not been available in approximately 2 years so that renders the bike completely useless I contacted Amazon they said they can't do anything about it because it's been two years but I have tried to contact him about the bike multiple times I've also contacted GoTracks multiple times with no results basically I bought a paperweight for $599 I feel I got to run around long enough to where they won't honor any sort of guarantee basically I got sold a bike that I cannot repair because the display and switch have been sold out forever you can actually check the reviews on the GoTrack site and that's been one of the number one complaints is that the display and switch is always sold out I've contacted a third party company to purchase the display and switch but they get it from GoTrax and I've been on hold and on a waiting list for like 6 months for this display and switch so I contacted Amazon today asking if I could get at least a partial refund or replacement on the bike they refuse said that window of opportunity has passed so by giving me a long run around and not having the part to replace I basically got screwed so buyer beware Gotrax keeps putting out new bikes but don't offer replacement parts that are needed for their previous bikes to run Amazon refuses to refund or replace the bike because the window of opportunity passes this whole thing feels like a huge scam I think that I should be able to get a replacement bike that I can get the replacement parts for or get the replacement part that I've been trying to get for a very long time now this was a very disappointing experience I basically wasted $599 to get a paperweight I suppose I will probably contact FTC the better Business bureau the consumer protection agency and my bank and see if any of them can do anything to help me Amazon shouldn't sell me something that I can't fix or doesn't have replacement parts and then refuse to give me some sort of compensation for my losses it's ridiculous I'm beyond words really.
www.amazon.com,"Amazon has let one of their suppliers make false orders on my account totaling to £750 over night . They did not find this suspicious until this company tried to make a 10th order . Trying to talk to anyone is nearly impossible and when I finally spoke to someone they said it would take 24 hours to look into . When I questioned the time frame on  fraudulent behaviour they hung up on me . I have had to cancel my credit card and pass it on to the fraud squad . No one from Amazon has contacted me , disgraceful"
www.amazon.com,"I have been a loyal Amazon customer for years and purchase not only small ticket items, but large ticket items like gas engines.  It seems that I am returning 10-20% of my purchases because they either don't work, the item is not what was described, etc.    My satisfaction keeps moving downward as time goes on based on the crap that's being sold.   My advice for anyone:  Check your reviews of the sellers!!!!

Yes their return systems are 5 star!!   That's not the point."
www.amazon.com,"For the love of God, why can they not follow the delivery instructions? Every time they leave the package up against the front door in Plain view of the street ,no matter who delivers it Amazon or an independent company .they do not read the delivery instructions, I have a parcel box which I want them to put the package in, but they totally ignore instructions and drop off as quick as they can and disappear ,leaving my package viewable from the street in a high crime area a matter of time before the goods get stolen .And trying to contact Amazon is virtually impossible as they direct you to a foreign land and the people don’t care ,so I shall probably not bother using them in future this has been going on for years every time I complain it just falls on deaf ears."
www.amazon.com,"Why oh why does Amazon allow Market Place sellers to advertise next day delivery when their courier of Choice doesn’t deliver NEXT DAY OR EVEN NEXT WEEK. Amazon BOT just says if not received by x date come back, then you request a refund then Amazon just add more time as they are aware of the reality of the failings of said courier. Trading Standards should investigate the misrepresentation of the advert."
www.amazon.com,"Been ordering off amazon for several years now and spent a lot of money on amazon. Ordered tv bracket to which after 2days realised didn't need it.. started return and got message off amazon saying they have noticed a large amount of returns off my account and they are going monitoring my account and could close my account if this carriers on.. this tv bracket is the 3rd item I have returned,the last was a pair diabetic socks that were miles to small due there mis sizing chart.  Well amazon you list a customer I will no longer order off your childish site again.. going e-bay and temu.lol"
www.amazon.com,"Amazon keeps changing the rules in its favor. I have Prime for years now. Why I don't know anymore if its worth it. They charge me every month not to see commercials. Next thing I know, I'm seeing TV commercials for more things I'm watching. And then they upped the charges.  I also have an Alexa Echo.  It used to let me play what music I wanted. Now it wants me to pay to upgrade for what I had for free. So greedy is Amazon. Then they upgraded Alexa for Echo, which I didn't want. Alexa says it can't give me all the old functions I had originally because of the upgrade. I said, "" Go back to my old Alexa, it says it can't.  So now I've turned it off for good. I'm happy now!  Maybe next I cancel Prime too! The movies keep getting lower in quality. Maybe Alexa is now writing movie scripts for them? Something is terribly wrong with this company. The novelty of it is wearing thin."
www.amazon.com,"My view of Amazon is mixed. Convenient, secure, easy searches. However, Amazon will not accept honest reviews of some products. For example, I reviewed Deal Supplements, which misleads consumers by listing “per serving” weights, but pricing “per capsule”. By doing this, it looks like the price is half of what it actually is. Amazon rejected my review as “against community guidelines”! Fraudulent advertising is fine with Amazon. Telling the truth about it is not acceptable. Amazon thus protects false advertising."
www.amazon.com,"In mid-February I purchased a DeLonghi Magnifica Next coffee machine from Amazon.  My trustworthy Nespresso coffee machines were both  on the blink and it was time to invest in a new machine.  My husband seemed to be favouring a bean to cup and although sceptical from my past experience I decided to go along with it.  At a cost of £500 my expectations were high.  The benefits were all there 

Automatic grinding 
High on my list was the integrated Crème latte/cappuccino frothing system,
A great variety of coffee options at the touch  of the screen,
The ability to save your personal favourites,
Automatically filtered water, and
Reminders to carry out maintenance, refill water canister and empty coffee grounds.
 
All in one compact, space saving machine.

and, most importantly, Backed up by Amazon.  What could possibly go wrong.  Obviously no-one wants to buy a product and then find out it is faulty.

Being able to produce a coffee to visitors personal tastes whilst at the same time producing coffee to our individual requirements, a bonus.

My machine was delivered efficiently and as it seemed, in good working order, to my excitement,  and I was anxious to experiment the different coffee options.

However, as with most things these days, there was no user manual.

Looking forward to my cappuccino I set the machine  and pressed the screen setting.  The result - total disappointment.  My instant reaction was that I had obviously made an error but not to worry I will continue to practice.

After a few weeks I came to the decision that  I was maybe doing something wrong and I would just keep practicing until I eventually got it right.  In the meantime I decided to top it up with my Nespresso milk frother.  Eventually I consulted my neighbour who had recommended it, only to be told she had sent her machine back because the frother wasn’t  working!  Alarm bells started ringing - I contacted Amazon as they had sold me the machine!  My machine is approximately 5/6 weeks old.

I contacted Amazon chat to ask about returning it as it was not fit for purpose.  Explained problem to agent and explained could not carry to Royal Mail having arthritis in my hands.  The agent transferred me to a second agent to arrange “pick up“.  

At this  point the chat started to  deteriorate.   In all I was transferred  automatically and without any explanation whatever to 8 different agents, having to repeat myself and hold on until they checked or consulted someone else,  each one giving me differing information,   eventually ok being told I had to take it to Royal  Mail myself and I had to return it to the manufacturer  for “REPAIR”.  Really?!!  I   explained  each time it was sold not fit for purpose and I could not carry it and each time I tripped through to a different agent.  Amazon were not prepared to take any responsibility for product being sold by them not fit for purpose.  If I had purchased elsewhere and not fit for purpose,  it would have been exchanged.  I told them  my contract of purchase was with them and not the manufacturer.  They continued to insist the return period had been exceeded.  Eventually, the last agent cut me off!  Fantastic customer service. 

 I have always had good service in the past and the customer service assistants have always been very helpful and considerate until now.  The first assistant was really helpful and when I explained she said she would pass me through to someone who would arrange collection.    Of course that didn’t happen
.
 I then, in total exasperation, returned to my original order to check the detail, only to find that the information  for return seemed to have been  changed whilst I was on chat to show alternative as a repair.  Apparently, even though product was delivered faulty Amazon will not take any responsibility as it is out of their return period and the only alternative  is the repair o f a brand new just under £500 (expensive) coffee machine.  I was appalled.  Even more so when my neighbour told me how much trouble she had had trying to get the manufacturer to repair hers and that she had had exactly the same problem
 -frother not working.

 I use Amazon a lot for my purchases, and have done for some years, paying for prime delivery for obvious reasons.    However, I will certainly think twice about buying any  more expensive items in the future.  

My advice to Amazon, train your staff to give correct and consistent advice to customers,  whilst not passing them around from pillow to post,  having to repeat the same information over and over again when it’s already there to read. Nor should they  cut customers off - really bad customer service.

  As no manual is provided and the machine was delivered faulty I believe Amazon was under obligation to exchange it.  Who is to say that this is not a product which was returned by another customer as has happened in the past."
www.amazon.com,"Had 2 orders 1 was same day and the 2nd next day. They botched both! The next day was the most expensive one a couple hundred dollars and they just kept lying about where its at and when it'll deliver! Next day turned to 2 day then 3, when im like cancel the item since its not even been scanned in to be delivered but yet it says its in the same city I live in for 3 days now. Customer service reps lied to keep me on the hook and the goofball sent a email blantly lying!!!  This is why I quit dealing with amazon but they had 2 things I wanted faster than target or Walmart could get it to me and low and behold would have still gotten both items before amazon even shipped it..."
www.amazon.com,"Amazon has one of the most absurd and frustrating account systems I have ever experienced. For years, every time I try to sign in, I see the same message: “Your account is temporarily blocked.” Years. And the most ridiculous part is that there is apparently no real way to solve it.

If you try to contact customer support, they ask you to log in first — into the very account that is blocked. That is not just inconvenient, it is completely illogical. A company of this size should be able to build a basic recovery and support process that actually works.

Being locked out for such a long time without any practical way to reach support is unacceptable. It feels like customers are being pushed into a dead end with no explanation, no assistance, and no accountability.

For a company that presents itself as customer-focused, this is a complete failure."
www.amazon.com,Do not order from amazon  there take money out  bank with out you nothing   there took 137  pounds  out my bank  rang my bank I get to full in form I will get money  back
www.amazon.com,Need companies with ai and easy to understand. Don't have experience at all
www.amazon.com,"Used to be good but not anymore. They email you and say an item has been dispatched when it's  actually out of stock. Lies. They email and tell you Evri tried to deliver the item that they haven't dispatched cos out of stock ! Lies.

Thats FRAUD in anyone's book. Cancelled all my memberships, no longer dealing with a business that operates that way 🤬"
www.amazon.com,"I just got off the phone with Amazon, for the third time, concerning log-in issues. First time, I was told that I couldn't update my phone number on the account even though I knew all the log-in information. Second time, I was told that since I couldn't log-in that they would send me a check for $XX.XX for the gift cards that were on my account - I had won several gifts through Slot Temple. Never received a check. Third call, I was hung up on. Called back and was informed that since my account hadn't been used in over a year that it was marked ""dormant"", which basically means closed. So I'm not getting my money that I had in gift cards. Why would such a big company like Amazon close someone's account just because they hadn't placed an order. I feel that Amazon should reconsider that. I had been disabled and was waiting on social security disability. What a way for a company to treat the disabled. I would give them ""-"" stars for that type of treatment. 
AMAZON DISCRIMINATES LOW-INCOME AND DISABLED PEOPLE. SHAME ON YOU AMAZON!"
www.amazon.com,"Had a few deliveries from Amazon. They deliver when they say they will. Products usually match description and have had no issues with returns. Do find it a bit odd when the delivery says ""handed to resident"" when it has clearly been  just dropped on driveway or left on doorstep. Otherwise 5 stars."
www.amazon.com,"Amazon are absolutely terrible and full of useless couriers. Three parcels this week have been left on my doorstep despite clear precise instructions been given and notices in my opened Porch not to leave Parcels on the doorstep and every single time they are ignored I have lost 3 Parcels this week absolutely disgusting and will not be using Amazon again. Customer service are no better. They just come up with feeble excuses and say they’re going to make sure it doesn’t happen again, but it happens every single time and I’m sick to death of it. They need to all be retrained."
www.amazon.com,Easy to use and reliable very simple too let's just say the best
